institution name,longitude,latitude,In-state min tuition,In-state max tuition,Out-of-state min tuition ,Out-of-state max tuition,Undergraduate enrollment,Graduate enrollment,Graduation rate,is_public,fees,location,aboutText
Greenville Technical College,-82.371178,34.826212,5855.0,14779.441176470587,10275.0,19594.08823529412,10661.0,0.0,46.75,True,382.0,"Greenville, South Carolina","A public university located in Greenville, South Carolina"
Horry-Georgetown Technical College,-79.003611,33.79614,5208.0,14779.441176470587,8568.0,19594.08823529412,7353.0,0.0,46.75,True,268.0,"Conway, South Carolina","A public university located in Conway, South Carolina"
Kenneth Shuler School of Cosmetology-North Augusta,-81.957885,33.497587,14779.441176470587,15428.516129032258,19594.08823529412,20313.0,125.0,0.0,46.75,False,,"North Augusta, South Carolina","A private university located in North Augusta, South Carolina"
Kenneth Shuler School of Cosmetology and Nails-Columbia,-81.132969,34.045282,14779.441176470587,15428.516129032258,19594.08823529412,20313.0,124.0,0.0,46.75,False,,"Columbia, South Carolina","A private university located in Columbia, South Carolina"
Lander University,-82.164736,34.199892,9810.0,10700.0,9910.0,20300.0,3669.0,694.0,49.0,True,1000.0,"Greenwood, South Carolina","A public university located in Greenwood, South Carolina"
Limestone University,-81.649161,35.057076,12350.0,26400.0,12350.0,26400.0,1598.0,184.0,26.0,False,1100.0,"Gaffney, South Carolina","A private university located in Gaffney, South Carolina"
Medical University of South Carolina,-79.947158,32.784363,15622.0,16141.0,24135.0,29030.0,281.0,2836.0,46.75,True,1350.0,"Charleston, South Carolina","A public university located in Charleston, South Carolina"
Midlands Technical College,-81.115761,33.949325,5640.0,14779.441176470587,13536.0,19594.08823529412,8978.0,0.0,46.75,True,276.0,"West Columbia, South Carolina","A public university located in West Columbia, South Carolina"
Morris College,-80.346155,33.938574,14624.0,14779.441176470587,14624.0,19594.08823529412,421.0,0.0,20.0,False,1600.0,"Sumter, South Carolina","A private university located in Sumter, South Carolina"
Newberry College,-81.619777,34.285868,6000.0,27000.0,6000.0,27000.0,1462.0,45.0,44.0,False,3050.0,"Newberry, South Carolina","A private university located in Newberry, South Carolina"
North Greenville University,-82.37026,35.069758,11094.0,24500.0,11094.0,24500.0,1944.0,275.0,55.0,False,150.0,"Tigerville, South Carolina","A private university located in Tigerville, South Carolina"
Orangeburg Calhoun Technical College,-80.82927,33.54485,5784.0,14779.441176470587,7800.0,19594.08823529412,2146.0,0.0,46.75,True,170.0,"Orangeburg, South Carolina","A public university located in Orangeburg, South Carolina"
Piedmont Technical College,-82.120635,34.207415,5430.0,14779.441176470587,6678.0,19594.08823529412,4999.0,0.0,46.75,True,245.0,"Greenwood, South Carolina","A public university located in Greenwood, South Carolina"
Presbyterian College,-81.87448,34.465834,40200.0,56000.0,40200.0,56000.0,903.0,233.0,58.0,False,3100.0,"Clinton, South Carolina","A private university located in Clinton, South Carolina"
University of South Carolina Aiken,-81.767612,33.572704,10398.0,13734.0,20856.0,29760.0,3109.0,746.0,40.0,True,362.0,"Aiken, South Carolina","A public university located in Aiken, South Carolina"
University of South Carolina Beaufort,-80.973595,32.303308,10344.0,13734.0,21390.0,29760.0,2067.0,54.0,39.0,True,386.0,"Bluffton, South Carolina","A public university located in Bluffton, South Carolina"
University of South Carolina-Columbia,-81.026935,33.996788,12288.0,13374.0,29760.0,34543.0,28470.0,8109.0,78.0,True,400.0,"Columbia, South Carolina","A public university located in Columbia, South Carolina"
University of South Carolina-Lancaster,-80.787069,34.736282,7158.0,14779.441176470587,17838.0,19594.08823529412,2328.0,0.0,46.75,True,400.0,"Lancaster, South Carolina","A public university located in Lancaster, South Carolina"
University of South Carolina-Salkehatchie,-81.301838,33.014312,7158.0,14779.441176470587,17838.0,19594.08823529412,809.0,0.0,46.75,True,400.0,"Allendale, South Carolina","A public university located in Allendale, South Carolina"
University of South Carolina-Sumter,-80.373459,33.934698,7158.0,14779.441176470587,17838.0,19594.08823529412,1692.0,0.0,46.75,True,400.0,"Sumter, South Carolina","A public university located in Sumter, South Carolina"
University of South Carolina-Union,-81.621042,34.717771,7158.0,14779.441176470587,17838.0,19594.08823529412,1392.0,0.0,46.75,True,400.0,"Union, South Carolina","A public university located in Union, South Carolina"
Coastal Carolina University,-79.011767,33.794995,10674.0,11460.0,21348.0,29448.0,10306.0,523.0,51.0,True,180.0,"Conway, South Carolina","A public university located in Conway, South Carolina"
South Carolina State University,-80.848722,33.497968,9528.0,9928.0,20218.0,21038.0,2762.0,279.0,29.0,True,1532.0,"Orangeburg, South Carolina","A public university located in Orangeburg, South Carolina"
University of South Carolina-Upstate,-81.970583,34.996403,11208.0,13734.0,22710.0,29760.0,4471.0,475.0,42.0,True,375.0,"Spartanburg, South Carolina","A public university located in Spartanburg, South Carolina"
Sherman College of Chiropractic,-81.985878,35.014602,14779.441176470587,15428.516129032258,19594.08823529412,20313.0,0.0,381.0,46.75,False,,"Spartanburg, South Carolina","A private university located in Spartanburg, South Carolina"
Spartanburg Methodist College,-81.970863,34.955117,14779.441176470587,16200.0,16200.0,19594.08823529412,1029.0,0.0,46.75,False,3150.0,"Spartanburg, South Carolina","A private university located in Spartanburg, South Carolina"
Spartanburg Community College,-81.989811,34.974587,6048.0,14779.441176470587,9960.0,19594.08823529412,6330.0,0.0,46.75,True,150.0,"Spartanburg, South Carolina","A public university located in Spartanburg, South Carolina"
Central Carolina Technical College,-80.37101,33.933342,6354.0,14779.441176470587,8776.0,19594.08823529412,3004.0,0.0,46.75,True,240.0,"Sumter, South Carolina","A public university located in Sumter, South Carolina"
Tri-County Technical College,-82.792015,34.641914,5816.0,14779.441176470587,10904.0,19594.08823529412,5780.0,0.0,46.75,True,192.0,"Pendleton, South Carolina","A public university located in Pendleton, South Carolina"
Trident Technical College,-80.031276,32.928767,5024.0,14779.441176470587,8571.0,19594.08823529412,14025.0,0.0,46.75,True,35.0,"Charleston, South Carolina","A public university located in Charleston, South Carolina"
Voorhees University,-81.127863,33.307199,11070.0,11630.0,11070.0,11630.0,460.0,55.0,31.0,False,1000.0,"Denmark, South Carolina","A private university located in Denmark, South Carolina"
Williamsburg Technical College,-79.817984,33.657085,4608.0,14779.441176470587,8400.0,19594.08823529412,629.0,0.0,46.75,True,192.0,"Kingstree, South Carolina","A public university located in Kingstree, South Carolina"
Winthrop University,-81.031404,34.941515,15306.0,15626.0,29636.0,30100.0,3787.0,907.0,61.0,True,650.0,"Rock Hill, South Carolina","A public university located in Rock Hill, South Carolina"
Wofford College,-81.933568,34.959411,14779.441176470587,51750.0,19594.08823529412,51750.0,1873.0,0.0,81.0,False,2350.0,"Spartanburg, South Carolina","A private university located in Spartanburg, South Carolina"
York Technical College,-80.995273,34.934416,4776.0,14779.441176470587,9720.0,19594.08823529412,4731.0,0.0,46.75,True,1106.0,"Rock Hill, South Carolina","A public university located in Rock Hill, South Carolina"
Augustana University,-96.736975,43.525148,38150.0,38800.0,38150.0,38800.0,1871.0,287.0,76.0,False,1040.0,"Sioux Falls, South Dakota","A private university located in Sioux Falls, South Dakota"
The Salon Professional Academy,-103.194526,44.086343,9688.8125,10309.91304347826,11211.04347826087,11977.3125,65.0,0.0,43.142857142857146,False,,"Rapid City, South Dakota","A private university located in Rapid City, South Dakota"
Black Hills State University,-103.870966,44.494889,7616.0,7998.0,10718.0,14931.0,3279.0,196.0,40.0,True,1300.0,"Spearfish, South Dakota","A public university located in Spearfish, South Dakota"
Dakota State University,-97.113358,44.013014,5999.0,7616.0,10718.0,11199.0,2950.0,558.0,48.0,True,2017.0,"Madison, South Dakota","A public university located in Madison, South Dakota"
Dakota Wesleyan University,-98.031188,43.697432,15300.0,31700.0,15300.0,31700.0,767.0,119.0,40.0,False,1190.0,"Mitchell, South Dakota","A private university located in Mitchell, South Dakota"
Paul Mitchell the School-Rapid City,-103.222781,44.08202,9688.8125,10309.91304347826,11211.04347826087,11977.3125,79.0,0.0,43.142857142857146,False,,"Rapid City, South Dakota","A private university located in Rapid City, South Dakota"
Lake Area Technical College,-97.095229,44.901714,3720.0,9688.8125,3720.0,11977.3125,2179.0,0.0,43.142857142857146,True,2998.0,"Watertown, South Dakota","A public university located in Watertown, South Dakota"
Avera McKennan Hospital School of Radiologic Technology,-96.715584,43.533972,2600.0,9688.8125,2600.0,11977.3125,1824.2916666666667,347.625,43.142857142857146,False,0.0,"Sioux Falls, South Dakota","A private university located in Sioux Falls, South Dakota"
Mitchell Technical College,-98.002505,43.688663,4092.0,9688.8125,4092.0,11977.3125,1132.0,0.0,43.142857142857146,True,3432.0,"Mitchell, South Dakota","A public university located in Mitchell, South Dakota"
Mount Marty University,-97.409904,42.874475,12769.0,30250.0,12769.0,30250.0,1096.0,218.0,60.0,False,2850.0,"Yankton, South Dakota","A private university located in Yankton, South Dakota"
National American University-Rapid City,-103.250223,44.03152,15390.0,15750.0,15390.0,15750.0,836.0,190.0,33.0,False,675.0,"Rapid City, South Dakota","A private university located in Rapid City, South Dakota"
Kairos University,-96.735896,43.525446,3600.0,3600.0,3600.0,3600.0,36.0,1069.0,43.142857142857146,False,0.0,"Sioux Falls, South Dakota","A private university located in Sioux Falls, South Dakota"
Northern State University,-98.484728,45.450829,5999.0,7616.0,10718.0,11199.0,2932.0,589.0,55.0,True,1229.0,"Aberdeen, South Dakota","A public university located in Aberdeen, South Dakota"
Oglala Lakota College,-102.240331,43.366813,2016.0,2070.0,2016.0,2070.0,1180.0,49.0,4.0,True,668.0,"Kyle, South Dakota","A public university located in Kyle, South Dakota"
Presentation College,-98.49129,45.483339,9688.8125,10309.91304347826,11211.04347826087,11977.3125,1824.2916666666667,347.625,43.142857142857146,False,,"Aberdeen, South Dakota","A private university located in Aberdeen, South Dakota"
Avera Sacred Heart Hospital,-97.407865,42.872359,9688.8125,10309.91304347826,11211.04347826087,11977.3125,1824.2916666666667,347.625,43.142857142857146,False,,"Yankton, South Dakota","A private university located in Yankton, South Dakota"
South Dakota School of Mines and Technology,-103.205753,44.075439,6100.0,7800.0,12200.0,12200.0,2170.0,322.0,58.0,True,2600.0,"Rapid City, South Dakota","A public university located in Rapid City, South Dakota"
South Dakota State University,-96.782139,44.317485,7773.0,8164.0,11283.0,15697.0,10177.0,1321.0,59.0,True,1526.0,"Brookings, South Dakota","A public university located in Brookings, South Dakota"
Sinte Gleska University,-100.622549,43.298878,1500.0,4200.0,1500.0,4200.0,607.0,76.0,51.84767221,True,514.0,"Mission, South Dakota","A public university located in Mission, South Dakota"
University of Sioux Falls,-96.738229,43.531574,7335.0,20340.0,7335.0,20340.0,1276.0,233.0,60.0,False,400.0,"Sioux Falls, South Dakota","A private university located in Sioux Falls, South Dakota"
Sanford Medical Center,-96.74341,43.535591,9688.8125,10309.91304347826,11211.04347826087,11977.3125,27.0,0.0,43.142857142857146,False,,"Sioux Falls, South Dakota","A private university located in Sioux Falls, South Dakota"
